0.0, 0.815, 0.189, 0.673, 0.606, 0.6, 0.364
0.815, 0.0, 0.971, 0.687, 0.806, 0.775, 0.971
0.189, 0.971, 0.0, 0.667, 0.603, 0.573, 0.35
0.673, 0.687, 0.667, 0.0, 0.589, 0.478, 0.987
0.606, 0.806, 0.603, 0.589, 0.0, 0.503, 0.971
0.6, 0.775, 0.573, 0.478, 0.503, 0.0, 0.983
0.364, 0.971, 0.35, 0.987, 0.971, 0.983, 0.0
